"Start Time","Tue Nov 22 09:39:12 2011","09:39:11 minus 73 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
4831,"suite",0,2404,"<timeout>",1
7239,"pond",0,439,"3",1
9648,"folk",0,654,"3",1
12057,"suite",0,684,"3",1
14466,"boulder",0,705,"3",1
16876,"boulder",1,530,"1",1
19285,"folk",0,466,"3",1
21695,"folk",1,694,"1",1
24104,"wedge",0,447,"3",1
26514,"mineral",0,517,"1",0
28925,"mineral",1,760,"1",1
31335,"suite",0,496,"3",1
33745,"folk",0,414,"3",1
36154,"folk",1,637,"1",1
38563,"suite",0,987,"3",1
40973,"wedge",0,626,"3",1
43384,"pond",0,527,"3",1
45794,"pond",1,502,"1",1
48203,"actress",0,557,"3",1
50612,"actress",1,667,"1",1
53021,"actress",1,730,"1",1
55430,"folk",0,585,"3",1
57841,"folk",1,646,"3",0
60251,"actress",0,771,"3",1
62661,"folk",0,578,"3",1
65071,"wedge",0,1216,"3",1
67480,"wedge",1,623,"1",1
69890,"wedge",1,677,"1",1
72300,"pond",0,763,"3",1
74710,"wedge",0,793,"3",1
77120,"dentist",0,1055,"3",1
79530,"dentist",1,693,"1",1
81940,"dentist",1,667,"1",1
84349,"boulder",0,778,"3",1
86760,"boulder",1,639,"1",1
89169,"boulder",1,511,"1",1
91578,"mineral",0,981,"3",1
93987,"actress",0,773,"3",1
96396,"dentist",0,685,"3",1
98806,"mineral",0,674,"3",1
101217,"boulder",0,456,"3",1
103627,"mineral",0,702,"3",1
106037,"boulder",0,483,"3",1
108446,"wedge",0,714,"3",1
110855,"mineral",0,913,"3",1
113264,"mineral",1,625,"1",1
115674,"suite",0,639,"3",1
118084,"suite",1,638,"1",1
120494,"dentist",0,637,"3",1
122903,"actress",0,745,"3",1
125312,"dentist",0,1000,"3",1
127722,"pond",0,926,"3",1
130133,"wedge",0,516,"3",1
132543,"wedge",1,587,"1",1
134953,"mineral",0,832,"3",1
137363,"mineral",1,646,"1",1
139773,"suite",0,737,"3",1
142183,"actress",0,672,"3",1
144594,"dentist",0,670,"3",1
147003,"dentist",1,447,"1",1
149412,"folk",0,702,"3",1
151822,"pond",0,755,"3",1
154231,"pond",1,818,"1",1
156641,"pond",1,457,"1",1
159051,"boulder",0,677,"3",1
161460,"actress",0,821,"3",1
163869,"actress",1,956,"1",1
166278,"suite",0,485,"3",1
168687,"suite",1,627,"1",1
171097,"suite",1,865,"1",1
173507,"boulder",0,703,"3",1
175917,"dentist",0,1005,"3",1
178326,"pond",0,828,"3",1
180736,"suite",0,435,"3",1
183146,"pond",0,728,"1",0
