"Start Time","Thu Nov 24 13:26:43 2011","13:26:42 minus 78 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6286,"suite",0,854,"3",1
8695,"pond",0,822,"3",1
11105,"folk",0,867,"3",1
13514,"suite",0,866,"3",1
15924,"boulder",0,841,"3",1
18333,"boulder",1,1127,"1",1
20743,"folk",0,854,"3",1
23152,"folk",1,957,"1",1
25562,"wedge",0,843,"3",1
27971,"mineral",0,730,"3",1
30381,"mineral",1,744,"1",1
32791,"suite",0,774,"3",1
35203,"folk",0,858,"3",1
37613,"folk",1,952,"1",1
40023,"suite",0,920,"3",1
42433,"wedge",0,868,"3",1
44842,"pond",0,508,"3",1
47249,"pond",1,893,"1",1
49660,"actress",0,881,"3",1
52069,"actress",1,848,"1",1
54478,"actress",1,976,"1",1
56887,"folk",0,831,"3",1
59296,"folk",1,950,"1",1
61707,"actress",0,1290,"3",1
64118,"folk",0,1104,"3",1
66527,"wedge",0,928,"3",1
68937,"wedge",1,810,"1",1
71347,"wedge",1,892,"1",1
73756,"pond",0,826,"3",1
76166,"wedge",0,1480,"3",1
78577,"dentist",0,837,"3",1
80987,"dentist",1,884,"1",1
83396,"dentist",1,818,"1",1
85806,"boulder",0,744,"3",1
88216,"boulder",1,671,"1",1
90625,"boulder",1,758,"1",1
93036,"mineral",0,947,"3",1
95446,"actress",0,657,"3",1
97855,"dentist",0,824,"3",1
100265,"mineral",0,519,"3",1
102674,"boulder",0,725,"3",1
105084,"mineral",0,795,"3",1
107495,"boulder",0,776,"3",1
109904,"wedge",0,743,"3",1
112313,"mineral",0,814,"3",1
114723,"mineral",1,988,"1",1
117133,"suite",0,842,"3",1
119544,"suite",1,880,"1",1
121954,"dentist",0,814,"3",1
124364,"actress",0,636,"3",1
126774,"dentist",0,889,"3",1
129183,"pond",0,682,"3",1
131592,"wedge",0,689,"3",1
134003,"wedge",1,781,"1",1
136413,"mineral",0,947,"3",1
138823,"mineral",1,721,"1",1
141232,"suite",0,944,"3",1
143641,"actress",0,848,"3",1
146051,"dentist",0,877,"3",1
148459,"dentist",1,853,"1",1
150870,"folk",0,575,"3",1
153280,"pond",0,593,"3",1
155689,"pond",1,855,"1",1
158099,"pond",1,758,"1",1
160509,"boulder",0,724,"3",1
162918,"actress",0,532,"3",1
165328,"actress",1,849,"1",1
167738,"suite",0,881,"3",1
170147,"suite",1,838,"1",1
172557,"suite",1,1156,"1",1
174967,"boulder",0,1026,"3",1
177378,"dentist",0,952,"3",1
179788,"pond",0,765,"3",1
182197,"suite",0,772,"3",1
184606,"pond",0,755,"3",1
