"Start Time","Fri Nov 25 13:44:56 2011","13:44:55 minus 86 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
6642,"suite",0,2405,"<timeout>",1
9050,"pond",0,735,"3",1
11460,"folk",0,877,"3",1
13870,"suite",0,923,"3",1
16279,"boulder",0,650,"3",1
18689,"boulder",1,553,"1",1
21099,"folk",0,407,"3",1
23508,"folk",1,582,"1",1
25918,"wedge",0,638,"3",1
28328,"mineral",0,570,"3",1
30738,"mineral",1,504,"1",1
33148,"suite",0,406,"3",1
35557,"folk",0,741,"3",1
37967,"folk",1,425,"1",1
40379,"suite",0,487,"3",1
42788,"wedge",0,423,"3",1
45198,"pond",0,636,"3",1
47607,"pond",1,579,"1",1
50016,"actress",0,617,"3",1
52426,"actress",1,561,"1",1
54837,"actress",1,470,"1",1
57245,"folk",0,437,"3",1
59655,"folk",1,572,"1",1
62064,"actress",0,406,"3",1
64473,"folk",0,406,"3",1
66882,"wedge",0,425,"3",1
69292,"wedge",1,431,"1",1
71701,"wedge",1,405,"3",0
74110,"pond",0,598,"3",1
76519,"wedge",0,693,"3",1
78928,"dentist",0,572,"3",1
81339,"dentist",1,405,"1",1
83748,"dentist",1,559,"1",1
86157,"boulder",0,463,"3",1
88566,"boulder",1,598,"1",1
90975,"boulder",1,429,"1",1
93385,"mineral",0,556,"3",1
95795,"actress",0,648,"3",1
98205,"dentist",0,543,"3",1
100615,"mineral",0,442,"3",1
103024,"boulder",0,428,"3",1
105434,"mineral",0,449,"3",1
107843,"boulder",0,785,"3",1
110254,"wedge",0,518,"3",1
112663,"mineral",0,541,"3",1
115073,"mineral",1,626,"1",1
117482,"suite",0,466,"3",1
119891,"suite",1,417,"1",1
122300,"dentist",0,406,"3",1
124710,"actress",0,455,"3",1
127119,"dentist",0,477,"3",1
129528,"pond",0,469,"3",1
131937,"wedge",0,406,"3",1
134346,"wedge",1,451,"1",1
136756,"mineral",0,405,"3",1
139165,"mineral",1,471,"1",1
141574,"suite",0,405,"3",1
143983,"actress",0,598,"3",1
146393,"dentist",0,444,"3",1
148803,"dentist",1,586,"1",1
151213,"folk",0,432,"3",1
153624,"pond",0,590,"3",1
156033,"pond",1,557,"1",1
158442,"pond",1,459,"1",1
160852,"boulder",0,434,"3",1
163261,"actress",0,561,"3",1
165671,"actress",1,543,"1",1
168081,"suite",0,652,"3",1
170491,"suite",1,411,"1",1
172901,"suite",1,593,"1",1
175311,"boulder",0,439,"3",1
177721,"dentist",0,508,"3",1
180132,"pond",0,518,"3",1
182542,"suite",0,703,"1",0
184952,"pond",0,1005,"3",1
