"Start Time","Thu Nov 24 08:51:08 2011","08:51:07 minus 89 ms","Subject","001","N-back",1

"Presentation Time","Stimulus","N-back","Response Time","Response","Is Correct"
7312,"suite",0,854,"3",1
9721,"pond",0,412,"3",1
12129,"folk",0,406,"3",1
14538,"suite",0,486,"3",1
16947,"boulder",0,406,"3",1
19356,"boulder",1,523,"1",1
21766,"folk",0,434,"3",1
24176,"folk",1,448,"1",1
26586,"wedge",0,406,"3",1
28996,"mineral",0,459,"3",1
31406,"mineral",1,426,"3",0
33814,"suite",0,499,"3",1
36223,"folk",0,576,"3",1
38633,"folk",1,528,"1",1
41042,"suite",0,534,"3",1
43452,"wedge",0,404,"3",1
45860,"pond",0,571,"3",1
48269,"pond",1,435,"1",1
50678,"actress",0,405,"3",1
53087,"actress",1,433,"1",1
55496,"actress",1,448,"1",1
57905,"folk",0,431,"3",1
60315,"folk",1,461,"1",1
62725,"actress",0,628,"3",1
65135,"folk",0,705,"3",1
67545,"wedge",0,512,"3",1
69955,"wedge",1,517,"1",1
72365,"wedge",1,468,"1",1
74775,"pond",0,418,"3",1
77185,"wedge",0,583,"3",1
79594,"dentist",0,511,"3",1
82003,"dentist",1,597,"1",1
84414,"dentist",1,434,"1",1
86822,"boulder",0,523,"3",1
89232,"boulder",1,457,"1",1
91641,"boulder",1,513,"1",1
94051,"mineral",0,413,"3",1
96461,"actress",0,516,"3",1
98870,"dentist",0,580,"3",1
101280,"mineral",0,585,"3",1
103689,"boulder",0,449,"3",1
106098,"mineral",0,576,"3",1
108507,"boulder",0,696,"3",1
110916,"wedge",0,589,"3",1
113326,"mineral",0,475,"3",1
115735,"mineral",1,539,"1",1
118145,"suite",0,536,"3",1
120553,"suite",1,482,"1",1
122963,"dentist",0,512,"3",1
125373,"actress",0,493,"3",1
127782,"dentist",0,687,"3",1
130192,"pond",0,490,"3",1
132601,"wedge",0,546,"3",1
135011,"wedge",1,488,"1",1
137419,"mineral",0,512,"3",1
139829,"mineral",1,446,"1",1
142238,"suite",0,492,"3",1
144648,"actress",0,491,"3",1
147058,"dentist",0,473,"3",1
149467,"dentist",1,583,"1",1
151876,"folk",0,445,"3",1
154287,"pond",0,500,"3",1
156697,"pond",1,610,"3",0
159106,"pond",1,505,"1",1
161514,"boulder",0,643,"3",1
163924,"actress",0,420,"3",1
166334,"actress",1,557,"3",0
168744,"suite",0,475,"3",1
171153,"suite",1,681,"3",0
173561,"suite",1,610,"1",1
175970,"boulder",0,554,"3",1
178380,"dentist",0,503,"3",1
180790,"pond",0,405,"3",1
183199,"suite",0,428,"3",1
185608,"pond",0,476,"3",1
